tweet,subtask_a,subtask_b,subtask_c
कारण ती बावळट आहे आणि गरळ ओकतोय तरी मंद लोकांना कळत नाहीय किंवा कळून सुद्दा तिला करत आहेत,Offensive,TIN,GRP
ठाकरे सरकार अणी संजय राऊत कंगनने तुम्ची वाट लावुन ताकली आही अणी बाराच तुम्हीलोकांचा तोन्डात तमाचा मर्ला आहे । आत…,Offensive,TIN,GRP
भिकारचोट पत्रकार दलाल आहेत साले,Offensive,TIN,GRP
म्हणून हे परप्रांतीय लोंढे थांबवा आणि महाराष्ट्रातील नेत्यांनी हिंदी ची चमचेगिरी करन बं…,Offensive,TIN,GRP
छान लिहिला आहेपण त्या बावळट माणसांना असले स्पष्टीकरण देण्याची काय गरज? काही झालं तरी फडण…,Offensive,TIN,GRP
एकदम मान्य नाहीतरी ही भिकारचोट मंडळी त्या सिनेमामध्ये आपल्या संस्कृतीचा लिलाव कर…,Offensive,TIN,GRP
भिकारचोट मराठी मीडि…,Offensive,TIN,GRP
असे बावळट लोकं सत्ताधारी पक्षात आहेत काय अपेक्षा करणार आपण त्या पक्षाकडून,Offensive,TIN,GRP
मंद भक्तांची लोकसंख्या माहित नाही मध्ये आलेला फंड किती माहित नाही? मंद भक्तांचा पगार ४० पै…,Offensive,TIN,GRP
मागच्या दिवसापासून बघतोय ह्या युपी बिहारी लोकांना महाराष्ट्र ला शिव्या देताना बघतोय अरे मादरचोद कुत्र्यांनो तुम…,Offensive,TIN,GRP
तुम्ही कंगनाच काय घेऊन बसलात जर मुंबई महानगरपालिकाने प्रत्येक ठिकाणी कारवाई केली तर तुम्ही झाटु लोकं मुंबईत राहु पण ना…,Offensive,TIN,GRP
नशीब काही दळभद्री लोक भारत पाकिस्तान बॉर्डर प्रदेशात…,Offensive,TIN,GRP
काही महाराष्ट्र द्रोही गिधाडं आणि त्याच्या सोबतीला काही कावळे महाराष्ट्राला बदनाम करण्याचा…,Offensive,TIN,GRP
काँग्रेस वाले सुद्धा मंद आहेत चुकून शिवसेनेच्या नेत्यांची नावे पुढे आली तर कस होईल ह्यांच??,Offensive,TIN,GRP
दळभद्री भाट आहे हे लोक उगाच डोक्यावर घेतात यांना स्वताच्या फायद्यासाठी सरकारची हांजी हांजी करणे एवढेच यांचे काम,Offensive,TIN,GRP
• तु आणि महाराष्ट्रात येणाऱ्या इतर भिकारी भैय्यांना आम्ही इथे नाही बोलवले तुम्ही इथे तुमचे पोट भरायला आले आहा…,Offensive,TIN,GRP
किती मोठी गम्मत आहे ना? जेव्हा ह्यांनी मुलींना पळवुन नेण्याची गोष्ट केलेली तेव्हा केंद्र सरकार तोंडात मूग गिळून…,Offensive,TIN,GRP
ज्यांचा बाप सकाळच्या पारी बोचा आवळून सार्वजनिक संडासाच्या लाईतन उभा असतो ते शैणिक सुद्धा आता म्हणायला लागलेत मुंबई…,Offensive,TIN,GRP
बीजेपी च्या मंद कार्यकर्त्यांना माहिती आहे आवाज कोणाचा चालतोएकाचा फक्त डोळा लाल झाला तरी…,Offensive,TIN,GRP
कंगणाला संजय राऊत हरामखोर म्हणाला होता तेव्हा यांच्या तोंडात मावा होता,Offensive,TIN,GRP
फडणवीस सरकार असताना आरक्षनाचे राजकारण करुण तोंडाला फेस येई पर्यंत आरोप करणारे तोंडात मोगरी फसल्या सारखे गप्प आहेत बा…,Offensive,TIN,GRP
मादरचोद रांडाची औलाद आहात तुम्हीं साले गुंडे मी मरा…,Offensive,TIN,GRP
अंधभक्तांना आता त्यांच्या गोट्या दाबायचा देणार आहे कोरोना गायब,Offensive,TIN,GRP
गप्प ए खुळ्या ल तू आणि तुझे गायपट्यातले लोक्स तुमची तिकडेच काशी करामुंबई आणि महाराष्ट्रात फक्त,Offensive,TIN,GRP
भिकारचोट राजकारणानी मराठ्याचा घात केला आयुष्यात प्रथम डोळ्यात पाणी आले जबाबदारीन सांगतो हायकोर्टाचे निर्णय सुप्रिम…,Offensive,TIN,GRP
दलिंदर पक्ष आणि त्याचे भिकारचोट कार्यकर्ते अजूनही तुम्ही आरक्षण अन समाहितापेक्षा पक्षप्रेमाला महत्व देत असाल तर तुम्ही…,Offensive,TIN,GRP
भाड्याची मादरचोद कॉर्पोरेशन,Offensive,TIN,GRP
अरे दळभद्री कुत्र्यांनो त्याचा १० वर्षे जुना फोटो पोस्ट करून त्याला इंनोसेन्ट दाखवायचा प्रयत्न करू नका…,Offensive,TIN,GRP
मग महा विकास आघाडी सरकार काय गोट्या खेळत होता ला त्यांना सगळं तपास…,Offensive,TIN,GRP
भंगार केंद्र सरकार आनं त्यांच गटार राजकारण झाट काय सापडतय कारण आत्महत्येत काय सापडन्यासारख नाहीच,Offensive,TIN,GRP
मराठ्यांचा एक पण मत दळभद्री भाजपला जाणार नाही,Offensive,TIN,GRP
दळभद्री सरकार बट्याबोळ कारभार,Offensive,TIN,GRP
भाजपचं दळभद्री राजकारण,Offensive,TIN,GRP
अरे भिकारचोट कुत्र्यांनो स्वतःच्या राज्यात तुम्हाला काम मिळत नाहीत कामाची भीक मागत इथे मुंबई ला ये…,Offensive,TIN,GRP
अतिशय दळभद्री भिकारी आघाडी सरकार,Offensive,TIN,GRP
आणि त्या दक्षिण भारतातील लोकांचे विचार एकदम बावळट आहे त्याना त्याचा स्वतंत्र्य देश पाहि…,Offensive,TIN,GRP
दळभद्री भिकारी आघाडी सरकार चा धिक्कार असो,Offensive,TIN,GRP
भक्तांवर आज अशी वेळ आलेली आहे की उद्या दाऊद इब्राहिम पण मुंबई महाराष्ट्र विरोधात बोला तर ये मंद त्याला पण पप्पा पप्पा बोलायला…,Offensive,TIN,GRP
एक बाईने तुमच्या तोंडात शेण घातले ते बघ आधी मुलीच्या फोटोला चप्पल मारतात डॉनच्या धमकीवर शेपूट घालून घरात बसतात आणि ग…,Offensive,TIN,GRP
बेअक्कल भक्तांना अजुन सुध्दा वाटतंय की ला याचा मोबदला द्यावा लागेल असं अरे भक्तांडानो ते अनधिकृ…,Offensive,TIN,GRP
बिनबुडाचे अंड भक्त मूड पण नाय होत च बोलायला भक्तान बरोबर,Offensive,TIN,GRP
तुम्ही कंगनाच काय घेऊन बसलात जर मुंबई महानगरपालिकाने प्रत्येक ठिकाणी कारवाई केली तर तुम्ही झाटु लोकं मुंबईत राहु पण…,Offensive,TIN,GRP
हिंदू धर्मात वेद शास्त्र पुराण नीति उपनिषद आहेत तरीही काही दळभद्री लोक डोके टेकवायला पीर बाबाच्या मदार…,Offensive,TIN,GRP
दळभद्री हरामखोरांचे सरकार आहे हे,Offensive,TIN,GRP
सगळे भाजपा चे मंद आणि मतिमंद मंत्री आणि भक्तगण ज्या व्यक्ती ला शिवसेना च्या कार्यकर्त्यांनी झोडल ते चुकीचा वाटले…,Offensive,TIN,GRP
हिंदू मुस्लिम करत बस्स भडव्या भक्तांडया मोटा भाई चा गुपु खाणारे भक्त बाईला त…,Offensive,TIN,GRP
घाणीत लोळणारे डुक्कर कोण? सावरकरांची बदनामी करणारे खरे डुक्कर आणि भेकड,Offensive,TIN,GRP
पडायला शेठ जबाबदार नाही असं अंडभक्त म्हणतात पण जर का वाढला असता तर हेच गोट्या सुजेपर्यंत नाचले असते,Offensive,TIN,GRP
शेवटी निकाल लागला तरी तो कुणाच्या बाजूने लागणार? मराठा समाजाच्या बाजूने लागणार की त्या भिकारचोट लोकांच्या बाजूने…,Offensive,TIN,GRP
सत्ताधारी सरकार चे आमदार एका बाईचे थोबाड फोडायची धमकी देत होते तेव्हा कुठे होतात? मूग गिळून शेप…,Offensive,TIN,GRP
बेड्स मिळत नसल्याने ?? सगळी जंबो सेंटर फक्त गोट्या खेळायला उभी केली आहेत का ? पासून,Offensive,TIN,GRP
राष्ट्रीय सर्वविक्री अमावस्येच्या सर्वांना दळभद्री शुभेच्छा,Offensive,TIN,GRP
अरे वारं चिवसेना यांना आजच का सुचले असेल अरे तुमच्या पेक्षा लहान पोरं गोटया गोटया सुद्धा चांगल्या खे…,Offensive,TIN,GRP
तुला समजणार नाही सांगितलं तरी तू परत प्रश्न विचारत आहेत मंद भक्ता तुझी अक्कल चे फेक मॅसेज फोटो फॉरवर्ड करण्याइतकीच आहे,Offensive,TIN,GRP
शेणेच्या कोमटरावांच्या आणी त्यांचा पुत्र पेंगु यांच्या गोट्या चोळणं बंद करा आताथोडं…,Offensive,TIN,GRP
सर्वात मोठे तर भिकारचोट तर मराठी कुपत्रकारिता आहे आणि है ऑस्ट्रेलियात संडास साफ करणारे तर खूप निर्लज्ज,Offensive,TIN,GRP
हे युपी बिहारी भय्ये सगळे नपुंसक आहेत बहुतेक ह्या लोकात कोणी भैय्या राजा महाराजा होऊन गेला नाही …,Offensive,TIN,GRP
स्त्रियांना समान वागणूक देत नाहीत हे साले भिकारचोट लांडगे ह्यांच्या पुस्तकातच लिहिलं आहे मारहाण करा स्त्रियांना,Offensive,TIN,GRP
भिकारचोट लोकांची सगळ्यात जास्त संख्या असते फुकटच्या योजनेत अन् हे कटवे तर पिढ्यांचे भिकारचोट कसे सोडतील फुकटचे पाचशे रुपये,Offensive,TIN,GRP
आपने काफी पुच्ची मेने मला पुची,Offensive,TIN,GRP
तुझ्यासारख्या आरक्षणाच्या जीवावर जगणाऱ्या भिकारचोट लोकांना आधी सारखं डांगीला झाडू लावू…,Offensive,TIN,GRP
हिंम्मत भाषा बायलांच्या तोंडातुन अशी वाटते जशी डुक्काराच्या तोंडात त्याचाच गु,Offensive,TIN,GRP
मदराशा चा भोंगा बंद करा अशी विनंती केल्यावर तोंडात केळ घेऊन बसलेली वर्षानुवर्षे पावसाळ्यात गटारी साफ न करता आ…,Offensive,TIN,GRP
चायचा भोसडा ह्या सर्व राजकारण्यांच्याकाय लावलाय रे झाटूजिनो किती दिवसांपासून तेच तेचते रिया सुशांतआणि आता…,Offensive,TIN,GRP
एकदम मान्य नाहीतरी ही भिकारचोट मंडळी त्या सिनेमामध्ये आपल्या संस्कृतीचा लिलाव करताना प…,Offensive,TIN,GRP
हिटलर भाजप च्या गोटया चोळ्या …,Offensive,TIN,GRP
तरीही काही भिकारचोट जाणता राजा कस काय म्हणता काय माहित,Offensive,TIN,GRP
मूर्खा त्यांना काही मराठी माणसं बोलायला नाही गेले तेच आले इथं भिकारी,Offensive,TIN,GRP
आताच आलेल्या माहिती नुसार खाजपा मध्ये पागल झालेल्या मंदाचीं यादी ज़ाहिर झाली आहे (सत्ता नसल्या मुळे होणारे मंद) १…,Offensive,TIN,GRP
केंद्रात सवर्ण आरक्षण १० डायरेक्ट मंजूर आणि महाराष्ट्रात मराठा आरक्षण रद्द वा रे भिकारचोट राजकारण आणि राजकारणी,Offensive,TIN,GRP
अंड भक्त ची काही सीमा नसते काही लिहू शकतात ते चीन कडून घेतलेला कर्ज अंड भक्ता साठीच आहे,Offensive,TIN,GRP
मग महा विकास आघाडी सरकार काय गोट्या खेळत होता ला त्यांना सगळं तपासता ना…,Offensive,TIN,GRP
अरे विरोधी पक्ष नेता आहे ना तूम्ही काय गोट्या खेळताय का ? काय चालले आहे महाराष्ट्र मधे ? हुकुमशाही…,Offensive,TIN,GRP
मी कीती तरी मंद लोकांकडून ऐकलं की मोदी तानाशाही करतोय म्हणून आणि उदाहरण मागितले तर प्रोपेर एक पण नाही आणि आज ताना…,Offensive,TIN,GRP
तुझ्या सारख्या दळभद्री लोकांमुळे भाजप परत जाती का नाही बघ रसातळाला,Offensive,TIN,GRP
निवडक इलेक्ट्रॉनिक मीडिया म्हणजे अक्कलशुन्य लोकांनी पोसलेली रांड होय खऱ्याखुऱ्या रांडेला…,Offensive,TIN,GRP
संघ बुद्धी मंद बुद्धी,Offensive,TIN,GRP
असल्या मंद सैनिकांच्या नादाला लागायचं नाही करायचं जेव…,Offensive,TIN,GRP
मादरचोद न्युज मिडिया त्या सुशांतच्या बातम्या पाहून पाहून डोक्याचा भोसडा झालाय,Offensive,TIN,GRP
याच्या बापाचा महाराष्ट्र आहे का? मीडिया ही दळभद्री लोकांची मुलाखत घेते भिकारी बिहारी साले जय महाराष्ट्र,Offensive,TIN,GRP
मग महाविकास आघाडी काय गोट्या खेळत होता का त्यांना…,Offensive,TIN,GRP
सगळ्यात जास्त बदनामी हे दळभद्री सरकार आणि ह्यांच्या पक्षाच्या गुंडांमुळे होते आहे महाराष्ट्राची,Offensive,TIN,GRP
जे कोणी कंगनाचा विरोध आणि संजयचा सपोर्ट करताय त्या प्रत्येकाने घरी जाऊन स्वतःच्या ला आणि म्हणावे…,Offensive,TIN,GRP
मंद बुद्धि आहेत हे शेनीक,Offensive,TIN,GRP
यांना पोर्टस्टार म्हणणाऱ्या नालायक जातीच्या ला महाराष्ट्रातील विशिष्ट पक्षाचे कार्यकर्ते…,Offensive,TIN,GRP
दलिंदर पक्ष आणि त्याचे भिकारचोट कार्यकर्ते अजूनही तुम्ही आरक्षण अन समाजहितापेक्षा पक्षप्रेमाला महत्व देत असाल तर तु…,Offensive,TIN,GRP
बावळट आणि मूर्ख आहेस किंवा या जगातल्या सगळ्या नावाच्या बायका मूर्ख आहेत,Offensive,TIN,GRP
अंड भक्त आहेत ते तुम्ही कांद्याचा अपमान करत आहात त्यांना फेकून नका मारू तसें पण ते…,Offensive,TIN,GRP
तू तर भय्या लोकांची औलाद आहे तू त्या लोकांना चडून घाय…,Offensive,TIN,GRP
यांच्या बुडाला आग लागली महाराजांचे नाव दिले गेले म्हणून दळभद्री कुठले,Offensive,TIN,GRP
कोठून येतात ही भिकारचोट माणसे,Offensive,TIN,GRP
घ्या आता गु सांभाळून बिहार मध्ये आणि काही झाला तरी साहेब होणार आहेत ला मग बघा कशी…,Offensive,TIN,GRP
भाजप तर नालायक आहेचं त्यांची मुजोरी य् सहा वर्षांत खूप वाढली आहे पण अशीच मुजोरी आणि हिंसा हे कम्युनिस्ट वर्षानुवर्षे करत…,Offensive,TIN,GRP
शिवसेनेने निवडणुकीत स्वतंत्र बाणा ठेवावादळभद्री भाजपबरोबर मैत्री अजिबात नको,Offensive,TIN,GRP
भेंचोद मराठी दुसरी जाहिरातच दाखवेनात फक्त विवि करत बसलेत,Offensive,TIN,GRP
भाजपचे अंडभक्त व आयटी सेल ह्यांना अत्यंत खालच्या व अर्वाच्य भाषेत बोलत आहेत हा महाराष्ट्राचा अवमान…,Offensive,TIN,GRP
दलिंदर पक्ष आणि त्याचे भिकारचोट कार्यकर्ते अजूनही तुम्ही आरक्षण अन समाहितापेक्षा पक्षप्रेमाला महत्व देत असाल तर तुम्ही समा…,Offensive,TIN,GRP
चोर सरकार साली,Offensive,TIN,GRP
मराठी पत्रकार खूप असतात महाराष्ट्र चा समस्या बाबत बोलला तोंडात लॉलीपॉप जातो,Offensive,TIN,GRP
मग महाराष्ट्र सरकार काय गोट्या खेलतय का आनी काय म्हाने सौ दाऊद पर एक राऊत आता संजय राऊत…,Offensive,TIN,GRP
अबे कटेले लंड के मदरसा छाप मूल्ले। आम्ही मराठी भैया असो मराठी मद्रासी असो मराठी गुजराती…,Offensive,TIN,GRP
तुमची शिकायची लायकी नाही त्यामुळे आम्हाला हिंदी शिकवायला लागलात…,Offensive,TIN,GRP
भिकारचोट मराठी मिडिया,Offensive,TIN,GRP
दलिंदर पक्ष आणि त्याचे भिकारचोट कार्यकर्ते अजूनही तुम्ही आरक्षण अन समाहितापेक्षा पक्षप्रेमाला महत्व देत असाल तर तुम्ही स…,Offensive,TIN,GRP
ह्याला खरंतर कधीच आत टाकला पाहिजे होता पैसा आणि स्टारडमच्या जोरावर चाललाय सगळं एकदा ह्याच्यावर घाल…,Offensive,TIN,IND
भोसडीच्या तुझ्या आईचा मी नवरा आहे तुझ्या आईची गांड बघ मागून गांड मारून मारू…,Offensive,TIN,IND
तुला कुत्र तर विचारत का ? आणि हो एकट्या कंगणाने तुमच्या गोट्या चोळून पार धूर काढला घंटा काय करावं क…,Offensive,TIN,IND
गुरव बाई लई रांड लई माणसाचा पुळका तिला झवाडी साली चु…,Offensive,TIN,IND
अरे भडव्या जातीवादी किद्या…,Offensive,TIN,IND
बांधल त्यावेळी उद्धव गांजा ओढत होता का? एवढी बुडाला खाज असेल तर कुर्ला मधे जाऊन बघ आणि विचा…,Offensive,TIN,IND
भिकारचोट म्ह्राताऱ्या तुझ्या लयकित रहा पुण्यात राहून तू जास्त बोलत आहेस,Offensive,TIN,IND
विना ने काय घोडं मारलं??? शिव ठाकरे एक नंबर चा बावळट होता कशाला त्याला मध्ये घ्या? म्हणे,Offensive,TIN,IND
बावळट कंगना एका मराठी अभिनेत्रीला बोलताना लाज वाटत नाही त्यावर इतकं गलिच्छ बोलताना एक महिला पत्रकार ह…,Offensive,TIN,IND
कायम कुत्र्यासारख भुंकणारे टरबुज्या आणि चंपा तोंडात कोणीतरी मुल्या सारख तोंड बंद करून गप्प का ? ती कंगना महारा…,Offensive,TIN,IND
लंड चाट्या बुल्ल्याकार्यकुत्र्या तु…,Offensive,TIN,IND
त्या पंतप्रधानाला म्हणावे की सातारा सांगली कोल्हापूरला देखील तुझ्या नकाशात दाखवच्यायला यडपट,Offensive,TIN,IND
अय नरसाळ्या मुंबई तुझ्या बापाची पेंड लागलीय काय असे गटर सडक छाप लै आले मुंबई महाराष्ट्रा…,Offensive,TIN,IND
साहेब बापाचा घाम विसरण्या ईतके आम्ही नालायक नाही पन तुमच्या चुकीच्या धोरणांमुळे आम्हाला तेवढ…,Offensive,TIN,IND
तुजी लायकी आहे भडव्या गु खायची आमचा रोज येऊन खा मादरचोत साला भडव्या फेक अकाउंट वरू…,Offensive,TIN,IND
च्यायला मला सुरवातीला आकडा बघून वाटलं कि स्वप्निल भाऊ पण बच्चन साहेबांच्या मागे लागले कि काय?,Offensive,TIN,IND
तुझ्या तोंडात आहेत ना योगीच्या त्या काढ,Offensive,TIN,IND
तुजाई च्या गांडीत मी मुतायचो आणि शॉट दिल्यावर ती पटकन मुतायची साली रंडी,Offensive,TIN,IND
मुर्खा मी घेत नाही गरजू ने घ्यावा लोकांना मोफत चे रेशन शेतकरी खात्यात …,Offensive,TIN,IND
कशाला झाशीची राणी उपमा देता ह्या बावळट बाई ला त्यांच्या नखाची सर तरी येईल का ह्या बेवडी ला,Offensive,TIN,IND
वर्षे गोट्या खेडत बसले होते काय साहेब तुम्ही की फक्त हांजी हांजी करण्यात गेली सगळी वर्षे तुमची,Offensive,TIN,IND
तुझ्यासारखे दळभद्री जनतेची माथी करत …,Offensive,TIN,IND
कुठल्या नौदलाचा अधिकारी होता रे हा? बावळट लोकांनो मर्चंट नेव्ही मध्ये होता तो,Offensive,TIN,IND
झाट कळलं नसेल त्याला,Offensive,TIN,IND
आबे चुतीये लोक तुला शिव्या देत आहेत ह्या वरूनच ओळख मराठी लोकांच्यात किती चीड निर्माण झाली आहेमंद बुद्धी आ…,Offensive,TIN,IND
फडणवीस टीव्ही वर आले की आई म्हणते नळावरच भांडण बंद कर अजून एखाद्याचा किती अपमान व्हावा अध्यक्ष महोदय,Offensive,TIN,IND
हा ट्विट पोहचू द्या कंगना पर्यंत छत्रपती शिवरायांच्या महाराष्ट्राला बोलते ही हरामखोर तुझी नक्की जळाली असेलच…,Offensive,TIN,IND
पाद गेल्यावर बोचा आवळून काहीही फायदा नाहीउध्वस्त माणसा,Offensive,TIN,IND
बावळट कगंना,Offensive,TIN,IND
अरे मुर्खा तेच तर सांगतोय महापौरांच्या…,Offensive,TIN,IND
छत्रपतींच्या महाराष्ट्राला पाकिस्तान म्हणणारी ही मंद बाई स्वतःला झाशीची राणी समजते मु…,Offensive,TIN,IND
आधी बातमी वाच रे मंद भक्ता तुमच्या सारख्या लोकांसाठी च बनवून ठेवलीय,Offensive,TIN,IND
शेतकऱ्यांना देशोधडीला लावणाऱ्या दळभद्री सरकारचा जाहीर निषेध मोदी राजिनामा द्या,Offensive,TIN,IND
देशद्रोही मुंबई द्रोही महाराष्ट्रद्रोही बेवडी कंगना भक्त लोकांच्या तोंडात शेण गेलं का आता बाबर आर्मी पाकि…,Offensive,TIN,IND
अकलेचे तारे कशाला तोडतोय मूर्ख अरे तुरे करायला भाग पाडतोय तू तुझ्या अकलेची कीव येते मराठी कलाका…,Offensive,TIN,IND
कोण ती भिकारचोट अभिनेत्री,Offensive,TIN,IND
तु मंद आहेस म्हणुन मी सगळ्या नाईक लोकांना कशाला मंद म्हणु…,Offensive,TIN,IND
तुला लाईकी आहे? आणि तु श्रीमंतबाळा लहान आहेस…,Offensive,TIN,IND
तुझ्या आईचा भोसडा बाजू वाल्याने मरला आहे का रे मादरचोद,Offensive,TIN,IND
खरा इतिहास तुझा बाप कधी पाहूच शकला नाही म्हणून तर तुझ्या सारखी नालायक अवलाद पैदा झा…,Offensive,TIN,IND
अरे बावळट माणसा तूझ्या विष्णूच्या अवताराने नौकर्या द्यायच्या सोड असलेल्या नौकर्या घालवल्या लोकांच्या…,Offensive,TIN,IND
अरे जेव्हा कंगना मुंबई बद्दल अपशब्द काढत होती तेव्हा तुझ्या सारख्या महाराष्ट्रद्रोही आणि दळभद्री लोक बिळात जाऊन बस…,Offensive,TIN,IND
संज्याभौ रौतांचा सध्याचा ‘स्ट्राईक रेट पाहता २०२४ च्या विधानसभा निवडणुकीत ‘शेणेला किती जागा मिळणार?,Offensive,TIN,IND
तुजी अयीच पुच्ची।,Offensive,TIN,IND
चल नीघ ग नाशुक्री भिकारचोट स्वत ला काय संत समजतेस का तू? घमंड तूला आहे,Offensive,TIN,IND
लवडा घे तू बिहारी,Offensive,TIN,IND
एकटीलाच तेवढी अक्कल बाकी सर्व मंद बुध्दी ना नाटकी कुठली निघ,Offensive,TIN,IND
भडव्या पत्रकारा बेकारी नोकरभरती सरकारी कंपन्या विकल्या त्याबद्दल बोल जरा,Offensive,TIN,IND
नीट विचारलं तर नीट बोल भडव्या,Offensive,TIN,IND
अरे बापरे तो बावळट शेठ आणि ट…,Offensive,TIN,IND
कारे मादरचोद नेरकर जास्तच माजलेला दिसतोय तू तुझ्या आई बहिणी झोपत असतील गावातील लोकांब…,Offensive,TIN,IND
नाही रे हिचासारखे लंड चाटे,Offensive,TIN,IND
तुझ्या बहिणीच्या तोंडात माझ्या हातून चोकोबार,Offensive,TIN,IND
तुझ्या तोंडात मूतला रावण भाडखाऊ भाषा नीट वापर,Offensive,TIN,IND
तुला लाज वाटते का मराठी बोलायची हरामी तू महाराष्ट्रा च्या जनतेशी बोलतोय ना घोड्या तू एवढा बेईमान झा…,Offensive,TIN,IND
नावाप्रमाणे मंद आहेस मंददार फडणवीस जिंकला म्हणे,Offensive,TIN,IND
तुझ्यासारखे मंद निवडून दिलेत हाच मोठा घोटाळा आहे,Offensive,TIN,IND
ए मुर्खा तू लावरीस आहेस का ? तुला आई बापाने दिलेलं नाव लिहायला लाज वाटते फाटते तुझी आणी …,Offensive,TIN,IND
अरे भडव्या गुजराती गांडीच्या तुझी माय झवायला वेळ लागणार नाही रंडव्या,Offensive,TIN,IND
ब्लॉक केलं भडव्या ने,Offensive,TIN,IND
ये गांडचाट्यादिल्ली मध्ये मोठा बोचा बसला आहे त्याचा चाट जापरप्रांतीय कुत्रा,Offensive,TIN,IND
मामु साहेब आधी रस्त्याचं बघा च्यायला आता तर ते स्पीड ब्रेकर चांगले वाटायला लागले च्या पु…,Offensive,TIN,IND
तुझ्या आयचा भोसडा मादरचोद,Offensive,TIN,IND
अरे तूझा बोचा मारताना बघतले आहे,Offensive,TIN,IND
तुजाई तशी रांड च दिसते पण मज्जा देते तुज्या चुत्या बा…,Offensive,TIN,IND
अरे हरामखोर टायघाल्या अंध मंद भक्ता,Offensive,TIN,IND
वाह सुमित सरकारने तिला डिवचले खरच?? म्हणजे तिने मुंबई पोलीस आणि…,Offensive,TIN,IND
ए ड्या तुझा साबुन स्लो आहे का???? मला तर खर वाटतय तु भंगी चीं अवलाद आहेस लायकी आहे…,Offensive,TIN,IND
तुझ्या बापाची आहे तर मग भरचौकात बोल आणि मग बोचा सुजला कि शांत बस्,Offensive,TIN,IND
अरे मादरचोद तुझ्या सारखे खूप आले आणि खूप गेले भेनचोद तुमच्या शिवसेना मुळे महाराष्ट्र ची…,Offensive,TIN,IND
अरे मुर्खा महापौ…,Offensive,TIN,IND
नालायक बाई आहे एक नंबर ची,Offensive,TIN,IND
तोंडात घे भडव्या माझा अंध मंद भक्त अस…,Offensive,TIN,IND
निघ रे भ्ड्वया आमचा राज्यात गांड घासून घेऊ नका,Offensive,TIN,IND
तुला काय लवडा कळतंय महाराष्ट्र मधल रे केळ्या,Offensive,TIN,IND
च्यायला गांडुगिरी नको करू थांब आता,Offensive,TIN,IND
तुझ्या आई ला पण अस म्हटले तर तू काय करशील रे मादारचोद भडव्या छत्रपती शिवाजी महाराजांनी कधी हि को…,Offensive,TIN,IND
लिहिलं भारी आहे पण आहे कोण तो दळभद्री,Offensive,TIN,IND
